"duration","ResponseId","age","gender","race","edu","attention_check","pids_1","pids_2","pids_3","pids_4","ideology","interest","ft_rep_sup","ft_dem_sup","ft_rep","ft_dem","ft_liberal","ft_conservative","ft_immigrant","ft_feminist","ft_neonazi","outgroup_trust_1","outgroup_trust_2","outgroup_trust_3","outgroup_trust_4","social_distance_1","social_distance_2","social_distance_3","trait_1","trait_2","trait_3","trait_4R","trait_5R","trait_6R","conspiracy_1","conspiracy_2","conspiracy_3","conspiracy_4","conspiracy_5","conspiracy_6","video","partisanship","condition"
734,"R_3nvdWQLrfey1Nta",41,0,4,5,2,5,4,4,3,5,5,6,90,9,84,56,47,68,31,0,2,4,4,3,1,5,2,5,2,4,5,6,4,4,4,4,3,3,3,1,"Democrat","HappyW"
274,"R_WciNNUc59RYl8RP",59,0,3,5,2,5,5,5,3,6,3,33,80,43,72,27,54,12,28,0,5,5,5,5,3,6,5,5,5,5,3,3,3,1,1,1,1,1,1,3,"Democrat","ControlW"
833,"R_2fJWoBFvUHtmA28",49,0,6,5,2,6,4,5,5,7,5,60,30,65,30,35,65,65,40,0,2,3,4,2,5,5,5,3,2,3,6,5,5,3,4,3,4,3,3,1,"Republican","ControlW"
943,"R_2zZu1O6EnrSIRt1",47,0,4,3,2,6,6,6,5,9,6,14,82,8,90,90,9,83,78,1,3,3,3,3,5,5,5,4,3,3,3,3,3,3,3,4,4,4,4,3,"Democrat","ANXW"
2416,"R_2V9JpZASA7jj5IO",44,1,4,5,2,6,4,6,1,5,2,31,82,35,72,51,51,85,51,0,2,2,2,2,6,6,6,6,4,4,6,3,4,4,1,2,3,2,2,1,"Democrat","ControlW"
321,"R_2doLrbxCliB7waT",33,1,5,2,2,4,4,4,4,5,4,12,69,11,72,51,51,51,51,0,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,3,"Democrat","ANGW"
531,"R_2ziuNbfVkgK6kNn",61,0,3,5,2,5,5,5,3,5,5,25,75,52,61,51,50,51,77,0,4,1,3,4,7,7,7,5,4,1,5,5,5,4,3,3,1,4,1,1,"Democrat","HappyW"
529,"R_2VeZvDZysSFqRpM",34,0,4,3,2,7,7,6,6,10,7,0,100,72,100,71,90,52,51,0,1,2,1,2,5,7,7,7,5,7,6,5,6,5,3,4,4,5,5,1,"Democrat","ANXW"
689,"R_BEpdPgJMbl6PIbv",25,0,6,5,2,4,4,4,4,5,2,70,70,70,70,70,70,90,70,30,4,4,4,4,6,5,5,4,5,5,3,4,4,3,3,4,3,4,4,2,"Democrat","HappyW"
478,"R_9NS85Z2xDpDYOJ3",48,0,1,5,2,4,4,4,1,5,4,58,54,60,52,55,95,40,15,3,1,3,3,4,7,7,7,7,4,2,6,6,6,5,1,5,1,5,3,3,"Democrat","ControlW"
3177,"R_Z7WAx0ycLWyLTyx",29,1,4,5,2,7,7,7,7,10,7,94,96,97,97,98,85,95,97,97,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,"Democrat","ANGW"
633,"R_24INkVT6sSYpZiL",53,0,5,5,2,7,7,7,2,8,4,51,60,51,51,51,51,91,51,0,4,4,4,4,4,4,4,3,4,2,3,2,4,4,2,3,3,3,4,4,"Democrat","ANXW"
1061,"R_2CplWqDVDyIHNTf",29,0,5,3,2,4,5,6,6,9,3,68,64,54,46,76,39,32,58,58,4,6,5,5,3,6,6,5,4,6,5,6,6,4,3,5,4,3,2,1,"Democrat","HappyW"
689,"R_12Exry3ewYTtL9f",53,0,4,5,2,5,4,5,5,5,3,21,80,0,100,51,40,68,89,0,5,5,5,4,5,3,5,5,5,6,4,6,5,4,4,3,4,2,5,1,"Democrat","ANGW"
804,"R_3NyOin0piYAjjJ2",48,0,3,5,2,5,3,6,4,7,5,75,10,70,10,10,80,90,10,0,2,2,2,1,4,3,3,4,2,3,6,4,4,3,2,2,5,5,2,1,"Republican","ControlW"
860,"R_p4zFu7IMCIvcBC9",25,0,4,5,2,6,5,7,6,9,5,76,70,76,80,70,78,85,74,78,7,7,6,6,6,7,7,7,7,7,7,6,6,4,5,4,5,4,5,1,"Democrat","HappyW"
2207,"R_3qQclVSYof5xITY",33,0,3,5,2,6,7,7,6,8,1,100,0,100,4,4,100,3,1,36,1,2,2,1,6,7,6,4,4,4,4,4,4,4,5,5,5,5,5,4,"Republican","ANXW"
503,"R_3Dom0CgF7ohGgqX",37,0,6,3,2,5,5,7,4,8,4,90,8,84,9,0,81,50,11,0,2,1,3,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,"Republican","ControlW"
666,"R_1lcJEH36f12l1VM",46,0,4,5,2,6,7,6,6,1,7,18,97,22,98,100,35,100,62,0,2,2,4,3,4,5,5,6,2,2,7,7,6,4,1,5,2,5,3,1,"Democrat","ANGW"
641,"R_2AGYdqFW6IhrnNQ",23,0,4,5,2,4,4,4,4,5,5,28,100,1,85,58,59,60,100,4,4,4,4,4,6,7,3,3,3,2,7,5,5,4,4,4,4,4,4,1,"Democrat","ANGW"
4494,"R_CmNJkFunRoywYeJ",52,0,3,5,2,7,6,7,6,4,6,0,100,0,100,100,51,76,50,0,1,1,1,1,1,2,1,1,1,1,7,7,7,2,1,2,1,3,1,1,"Democrat","ANXW"
480,"R_2RVtR17hEPLsqUr",50,0,4,3,2,6,4,5,5,3,2,10,73,7,65,74,15,62,63,0,3,3,2,4,2,2,3,4,1,4,7,6,6,2,1,1,1,2,1,1,"Democrat","ControlW"
684,"R_3rMKbTfLpCHTZ6B",53,1,5,3,2,6,5,7,5,8,6,100,0,100,0,20,100,60,40,0,3,4,5,4,5,5,5,5,1,3,2,2,4,5,1,2,2,2,1,1,"Republican","ANXW"
718,"R_ba11IqQXeUSGVTr",30,1,4,3,2,7,7,5,4,6,4,36,43,32,50,40,43,46,51,34,2,2,3,2,7,6,6,4,4,4,4,4,4,3,2,5,3,4,4,1,"Democrat","HappyW"
437,"R_2zecnNJ8kKaygvs",40,1,4,3,2,7,7,7,7,10,4,0,100,0,100,100,100,0,100,0,1,1,1,1,7,1,7,1,1,1,7,7,7,5,5,3,5,5,3,1,"Democrat","HappyW"
468,"R_2zDeA7ndCBIaQ6L",48,0,5,3,2,6,6,7,5,9,2,5,91,15,87,46,75,90,68,28,1,2,1,1,4,4,4,2,2,2,5,2,5,4,2,3,3,3,3,1,"Democrat","ANGW"
1140,"R_27CKde2yoYc6SNP",54,1,4,3,2,2,3,4,1,5,1,51,51,48,59,53,52,55,47,5,4,5,3,5,7,7,7,6,5,5,4,4,3,2,2,3,2,1,2,1,"Democrat","ControlW"
656,"R_Urw8CEUdWd3ihl7",44,1,3,3,2,4,2,3,1,5,4,51,46,65,28,44,42,50,53,21,5,4,4,6,6,3,5,6,4,7,7,5,4,1,3,1,1,3,1,1,"Democrat","ANGW"
318,"R_27xQ37DqMZEifHs",37,0,6,6,2,5,3,3,2,8,4,82,78,77,18,27,73,81,22,79,7,3,6,4,5,4,4,4,4,4,6,4,2,3,4,5,4,5,5,3,"Democrat","HappyW"
444,"R_00VjbqBhDXFjy01",34,1,3,3,2,7,7,7,3,10,4,89,0,75,0,0,51,10,5,1,1,1,1,1,6,6,4,3,1,1,1,7,7,2,5,1,4,5,1,1,"Republican","ControlW"
236,"R_3OemtdaGecaIn3e",28,1,4,5,2,5,6,6,4,8,5,5,84,15,86,77,42,75,63,30,3,3,3,2,4,3,3,3,3,2,5,4,5,4,3,5,4,4,4,1,"Democrat","ControlW"
793,"R_22JG28CZz5VCOSS",28,1,3,3,2,7,7,7,5,7,4,100,13,100,26,68,66,74,0,0,1,4,2,2,4,4,4,3,3,4,4,1,3,3,1,4,5,5,1,1,"Republican","ANXW"
1003,"R_1ClJPzQPsv8rruy",29,1,4,3,2,6,4,6,4,5,2,51,67,52,61,51,51,90,61,0,4,4,4,4,5,5,5,4,4,4,4,4,4,3,1,1,1,5,1,1,"Democrat","HappyW"
2194,"R_3HZc2hVeXo7JzPy",38,1,3,3,2,6,6,6,5,6,6,0,75,0,100,76,16,0,22,47,4,4,2,2,4,5,4,6,6,2,6,6,6,1,3,1,5,3,1,1,"Republican","ANXW"
1904,"R_3kb44BG0dXRRJmL",45,1,5,3,2,5,5,5,4,5,4,51,30,51,31,2,51,66,51,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,"Republican","ANGW"
475,"R_stZFhJMoszrmtCp",45,0,5,3,2,5,4,5,5,5,5,44,61,22,61,62,43,63,42,0,5,5,5,5,5,5,5,5,3,5,4,4,4,3,2,2,2,1,2,3,"Democrat","ANXW"
220,"R_bxT6QDOHT0lwIcV",24,0,1,2,2,6,6,6,6,9,6,87,83,85,87,87,86,88,87,86,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,1,"Democrat","ANGW"
460,"R_xtPFsiXxrARW2pb",35,0,3,6,2,5,5,6,5,8,5,92,98,83,100,80,84,81,91,87,5,5,6,5,5,4,4,6,5,5,5,5,5,5,4,5,5,4,4,1,"Democrat","ControlW"
393,"R_3gXv295pbbnDUsV",49,0,5,1,2,6,6,5,5,5,2,40,94,35,81,57,62,100,28,0,5,6,5,6,7,6,6,6,4,6,5,6,5,3,1,4,3,4,1,4,"Democrat","HappyW"
679,"R_AFqMP7MS4ajqwIp",45,0,4,3,2,6,5,5,5,3,6,14,84,10,91,68,30,56,54,1,3,3,3,4,4,4,3,4,3,4,5,3,4,4,1,2,2,3,2,1,"Democrat","ControlW"
1186,"R_1pWoMCPILzr8qs9",49,0,4,3,2,5,5,5,5,7,5,61,81,63,89,67,91,62,80,63,2,2,2,2,2,3,3,5,5,5,5,5,5,4,2,4,4,4,4,4,"Democrat","ANGW"
439,"R_1F8r6Ge7KMsZ0of",31,1,5,6,2,7,7,7,7,10,7,97,100,4,39,2,100,99,100,33,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,5,"Democrat","HappyW"
768,"R_232KRUvY1p9zKzT",30,1,4,3,2,7,5,7,5,0,7,32,100,26,100,97,26,100,100,0,1,1,3,2,4,4,4,3,1,3,7,5,5,1,1,2,1,2,3,1,"Democrat","ANGW"
560,"R_3hEC2eHBSLPIWXF",38,1,6,6,2,5,7,7,4,8,2,100,38,100,32,38,100,68,39,30,5,5,5,5,7,7,7,5,4,5,3,3,3,3,4,4,3,3,3,1,"Republican","ControlW"
567,"R_3iOrV46z5hGvthD",49,1,5,3,2,4,4,4,1,4,6,11,51,0,56,55,59,86,60,2,4,4,5,5,7,7,7,4,1,4,7,7,6,1,1,1,1,4,1,1,"Democrat","ANXW"
426,"R_2uyx7pDchebSam5",44,1,4,3,2,7,7,7,6,9,4,0,92,0,100,87,81,86,75,0,1,1,1,1,1,1,1,1,1,1,7,7,7,1,3,1,3,3,4,2,"Democrat","ControlW"
484,"R_2aKVJ67UBo5nP76",38,1,3,3,2,5,5,5,2,5,6,51,63,55,64,51,51,51,63,31,5,5,6,5,6,6,6,6,7,6,2,2,2,1,3,2,3,3,2,3,"Democrat","ANGW"
371,"R_u3TcUgToGyZXyDL",43,1,3,3,2,7,7,7,7,10,5,100,0,100,0,6,55,100,0,0,1,1,1,1,1,1,1,1,1,7,7,7,7,5,3,1,5,5,1,1,"Republican","HappyW"
302,"R_214F28XiyqCIdi0",27,1,4,6,2,3,4,2,1,7,5,0,78,0,100,100,0,100,100,0,1,1,2,1,4,4,5,3,2,5,1,6,4,1,3,1,1,3,1,2,"Democrat","ANXW"
657,"R_3JaekEOL6uUSO7c",34,1,5,3,2,6,5,6,5,5,4,50,93,30,91,50,50,50,50,0,3,3,3,5,4,6,4,5,5,3,5,5,5,3,3,3,3,3,3,3,"Democrat","ControlW"
849,"R_3mlP1OFd11unB6N",20,1,5,5,2,6,6,7,5,8,4,0,91,0,92,51,53,100,9,0,2,2,3,2,4,3,4,4,3,3,6,2,2,5,3,1,1,4,1,1,"Democrat","HappyW"
27582,"R_1OVtjtuRFWX83Dn",52,1,5,3,2,4,4,4,2,5,5,3,51,2,17,50,51,30,30,0,2,4,4,5,6,6,6,6,4,4,4,4,4,1,1,4,1,2,2,2,"Democrat","ANGW"
331,"R_1rB7Lg1NgHzXkCC",20,1,5,6,2,4,3,1,4,7,3,90,96,74,93,88,100,92,95,81,4,5,4,5,6,6,5,6,6,6,6,5,6,4,4,4,4,3,4,3,"Democrat","ANGW"
23119,"R_1FeuqYGOdFkjLMv",42,1,3,5,2,6,7,6,6,4,2,0,80,0,100,50,0,100,70,0,1,1,3,4,1,5,4,4,3,1,1,1,2,3,1,2,1,4,3,1,"Democrat","ANXW"
290,"R_3rMmwoobbhAD48z",29,0,4,5,2,4,5,4,2,7,4,27,79,77,35,39,100,70,70,60,6,5,3,4,7,4,4,2,6,4,4,5,1,4,2,5,2,4,4,4,"Democrat","ANGW"
1943,"R_zeTEZosvEedkIbn",48,1,4,3,2,6,6,6,1,10,4,91,66,84,33,60,83,9,12,2,5,5,5,6,5,3,6,6,6,6,6,6,6,5,2,1,1,5,1,1,"Republican","ControlW"
261,"R_1ILzTfwn8RGMrw7",20,0,3,5,2,5,4,4,4,5,4,45,53,51,55,55,49,59,57,2,3,4,4,4,4,4,4,4,5,5,5,4,4,4,2,2,2,3,1,1,"Democrat","ANXW"
418,"R_3ptYY2d3xCMsyrO",42,0,4,5,2,7,5,6,6,2,6,20,84,15,81,82,32,86,66,0,5,5,5,5,5,5,5,3,3,5,5,4,4,2,1,1,1,4,1,1,"Democrat","ANGW"
229,"R_OOx0FFYu3jqg2fT",21,0,4,3,2,7,6,7,7,10,7,91,76,81,78,100,85,100,91,91,7,7,7,6,7,7,7,6,7,7,7,7,6,5,4,5,4,5,5,5,"Republican","HappyW"
1257,"R_3qrL5BGGbSUEe9p",33,0,5,6,2,7,7,7,7,10,7,100,99,100,97,98,97,97,99,96,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,1,"Democrat","ControlW"
365,"R_3sEndlguWJy4P2V",32,0,5,5,2,6,4,6,5,7,6,51,93,52,99,90,51,51,80,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1,1,"Democrat","ANXW"
396,"R_27vw1GXZUaRpWm5",41,0,3,5,2,4,4,4,4,7,1,75,30,80,29,51,50,0,0,0,1,2,1,1,4,4,4,2,1,1,7,6,4,3,3,1,4,3,1,1,"Republican","ANXW"
261,"R_0wHu0IVRai671D3",21,0,5,3,2,3,3,4,3,4,4,20,35,5,20,48,43,25,47,32,5,6,3,3,4,1,3,3,1,4,2,4,6,1,3,1,3,3,5,1,"Democrat","ANGW"
219,"R_1mE4seLGWCEIPzB",38,0,3,6,2,1,1,1,1,10,1,51,51,51,51,51,51,51,51,51,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"Democrat","HappyW"
283,"R_3QQr0c69zLro3GL",30,0,4,7,2,6,6,7,1,8,6,85,16,77,41,31,91,62,13,18,2,3,2,2,5,5,5,5,5,5,6,7,5,4,3,1,4,1,1,1,"Republican","ControlW"
353,"R_3FRJB7mLZQJEUFx",43,0,3,7,2,7,6,7,7,5,7,21,81,21,77,82,21,76,52,21,2,2,2,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,"Democrat","ControlW"
914,"R_3iJf9NPNKgzYVzp",26,0,3,6,2,6,5,6,7,9,4,70,53,24,91,80,76,80,58,5,7,5,6,5,5,6,6,6,5,7,6,6,6,4,3,5,5,4,4,4,"Democrat","ANGW"
277,"R_31tFOKVNlHAx9aY",33,0,6,6,2,6,5,6,5,9,7,93,97,73,83,95,98,93,93,77,7,6,6,6,7,6,6,6,6,6,7,5,5,4,4,3,4,4,5,3,"Democrat","HappyW"
296,"R_2wzeBatzOTuwM9b",29,0,5,6,2,4,5,6,5,8,7,79,67,86,43,66,82,18,25,21,3,5,5,3,6,5,7,5,4,5,5,6,5,4,3,4,2,5,2,1,"Republican","ANXW"
399,"R_bpYzZlvuRAI9Me5",39,0,3,5,2,5,4,5,5,5,6,38,82,16,84,82,38,81,71,0,2,2,3,4,4,4,4,4,2,2,6,6,5,2,1,2,1,3,1,1,"Democrat","ControlW"
363,"R_10MCy5E6fN9gqeG",34,0,5,2,2,2,1,3,2,4,3,91,65,65,67,68,67,68,30,76,3,2,3,2,6,4,5,4,4,3,3,4,4,3,2,3,3,2,3,3,"Democrat","HappyW"
303,"R_podJaPAZGJKt0Jz",22,0,1,3,2,6,5,7,4,10,7,100,76,65,83,93,70,51,61,57,4,7,6,5,7,5,6,2,5,6,3,7,4,1,2,5,3,2,4,5,"Republican","ANXW"
274,"R_OIOTjazqJ0xMnC1",39,0,5,3,2,5,5,6,6,7,5,65,68,67,79,70,74,74,78,65,4,6,5,5,5,6,6,6,5,6,6,5,5,4,4,4,4,3,5,1,"Democrat","ControlW"
442,"R_2Y4JZoDdUIDxDuZ",20,0,4,6,2,6,7,6,6,9,4,89,86,96,100,93,100,83,94,80,5,4,5,6,5,6,7,5,6,5,6,5,6,4,5,4,5,4,4,2,"Democrat","ANGW"
368,"R_CdlVsIqgCVRBU89",42,0,4,7,2,5,5,4,4,2,6,11,59,4,54,62,37,81,78,0,3,2,2,3,5,2,4,6,2,2,5,7,5,1,1,1,1,1,1,1,"Democrat","ANXW"
150,"R_ueKMwMJOVT5jDI5",39,0,3,5,2,7,7,7,7,10,7,97,92,96,94,95,98,96,94,96,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,1,"Republican","HappyW"
263,"R_1NCE1umLMOZ6pA5",27,0,3,6,2,6,6,6,6,9,6,29,85,36,89,58,46,88,66,0,6,6,6,6,6,6,6,4,3,2,6,6,6,4,4,4,4,4,4,2,"Democrat","ANGW"
615,"R_3NHUgxl4nzEQZuK",34,0,3,6,2,5,5,5,2,3,6,72,60,73,78,65,65,91,54,3,6,6,6,6,6,6,6,6,4,6,3,4,4,1,1,1,1,1,1,1,"Democrat","HappyW"
320,"R_2tuy4qhqCW3qdDr",39,0,6,3,2,5,5,6,4,5,7,0,80,0,82,81,21,50,70,0,1,1,1,1,4,4,4,1,1,1,7,7,7,4,1,4,1,4,4,5,"Democrat","ANXW"
263,"R_yyAKFXpDvGyD4Pf",19,0,4,3,2,3,3,5,4,6,4,34,70,70,65,68,65,64,34,32,3,4,4,2,5,5,4,5,3,2,4,5,5,2,5,3,4,4,2,1,"Democrat","ControlW"
495,"R_3KPma96413DqxkB",21,0,4,3,2,7,6,7,6,0,7,10,99,9,100,99,17,100,88,0,2,2,2,2,2,1,2,4,2,2,7,6,4,5,1,1,1,4,1,1,"Democrat","ANGW"
484,"R_vVaDEIBMvU692mJ",35,0,6,7,2,7,7,7,7,10,7,51,77,78,71,52,52,53,52,51,7,7,7,7,7,7,7,7,7,7,7,1,7,5,5,5,5,5,5,2,"Democrat","ANXW"
448,"R_3iwZ1zE2HPgsLim",31,0,6,5,2,6,6,5,7,8,6,87,61,72,76,67,69,91,79,88,7,5,6,6,5,5,6,5,6,6,6,5,7,4,3,4,4,3,5,1,"Democrat","ANGW"
423,"R_Y9X5u9nx6uy620F",19,0,4,3,2,7,6,7,6,5,7,2,98,7,99,19,41,100,91,24,5,5,6,5,3,4,3,2,2,2,2,7,7,2,1,4,3,4,2,1,"Democrat","ControlW"
245,"R_3dRHJJLB25bYBGp",39,0,3,6,2,6,5,5,5,4,3,2,72,1,73,62,10,65,54,0,3,3,3,3,2,3,3,3,2,2,6,6,5,4,2,3,3,3,3,1,"Democrat","HappyW"
627,"R_4T1Mf8T20DgLkGZ",28,0,5,3,2,5,5,5,3,6,5,70,64,72,68,66,68,78,67,57,4,4,5,5,3,3,4,5,6,4,4,5,5,4,4,4,4,5,4,3,"Democrat","HappyW"
435,"R_2ttL4qte4hP637p",43,0,3,7,2,6,6,7,4,10,6,100,0,100,0,0,100,50,0,0,4,4,4,4,5,4,6,3,4,2,7,4,4,2,2,2,3,2,2,1,"Republican","ANGW"
547,"R_3IWZGYMqBYXKkVJ",36,0,6,3,2,7,7,7,7,0,7,0,100,0,100,100,0,100,51,0,1,1,1,1,1,7,6,5,7,7,1,1,4,1,1,5,1,5,5,2,"Democrat","ANXW"
153,"R_2TNnr97RQiUEIO8",38,0,3,7,2,4,6,3,5,7,3,41,30,79,23,74,87,63,21,58,5,3,2,4,5,3,5,6,5,3,3,5,5,2,1,3,3,4,4,2,"Republican","ANGW"
432,"R_3XluV2vZGNj305P",39,0,4,6,2,6,6,6,4,6,6,78,97,82,97,86,86,91,62,41,6,6,6,6,6,6,6,6,6,6,2,2,2,3,3,4,3,3,3,4,"Democrat","ControlW"
326,"R_1riXNhr7zqYNx9U",20,0,3,5,2,5,4,4,1,5,1,50,50,50,50,51,30,50,50,10,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1,1,"Democrat","ANXW"
316,"R_2CkW36S2g2cRdTe",36,0,3,6,2,6,6,7,5,10,7,100,0,94,0,30,83,79,53,0,1,1,1,1,1,1,1,1,1,1,7,7,7,3,2,3,1,2,1,1,"Republican","ControlW"
684,"R_2vbJ0KFAvw09hz5",30,1,4,6,2,7,1,7,1,0,5,51,71,51,69,100,51,100,100,0,1,1,1,1,5,5,5,6,3,3,5,5,5,2,1,4,1,3,3,1,"Democrat","HappyW"
7235,"R_1Eg4QzaX43F3ljw",19,1,4,5,2,6,6,6,3,9,5,6,69,4,76,81,17,83,100,22,1,1,1,1,4,4,4,1,1,1,7,7,7,3,3,3,3,3,3,3,"Democrat","ANGW"
868,"R_1pmbqHlg1jA7tpj",18,0,5,2,2,5,5,5,5,6,6,5,80,5,85,40,45,70,55,0,2,2,2,2,3,3,4,3,1,3,6,6,6,5,1,4,1,4,3,3,"Democrat","ANXW"
341,"R_QaHCLDSYzp0kbOp",35,0,3,6,2,5,6,5,6,9,6,80,78,67,82,83,84,69,79,82,5,4,5,5,4,5,5,6,6,5,6,5,6,3,4,3,4,4,4,1,"Democrat","HappyW"
995,"R_1Howu1XLBaiTzix",30,0,5,5,2,5,4,5,5,6,6,48,79,31,71,56,51,81,44,0,4,3,4,3,5,3,4,4,2,4,5,5,5,4,1,3,3,4,3,1,"Democrat","ControlW"
830,"R_1oF0FmAMNq6oRmo",21,0,1,5,2,6,2,7,1,6,3,3,87,2,77,25,8,65,54,6,1,1,1,2,3,1,1,6,1,6,1,1,1,1,1,4,1,1,1,1,"Democrat","HappyW"
338,"R_5yGLUa3CwBtirOV",33,1,3,7,2,5,6,5,3,2,5,31,72,14,71,68,25,79,75,0,4,2,4,4,4,4,4,4,3,4,3,3,3,1,1,1,1,1,1,3,"Democrat","ControlW"
282,"R_3O7gftmSL6HFjxd",35,0,3,6,2,5,6,5,4,7,4,67,67,64,67,61,66,62,57,62,6,6,6,5,4,5,5,4,4,5,4,5,3,3,4,4,3,4,3,2,"Republican","ANXW"
361,"R_cu0FQaXgvDuHpU5",30,1,1,5,2,6,5,5,6,9,4,77,93,88,100,88,84,95,43,100,2,1,3,1,4,4,3,5,2,5,5,4,6,2,1,2,1,4,4,1,"Republican","ANGW"
383,"R_yKqatTKoKFFQSGd",21,0,4,5,2,5,6,7,4,7,4,47,69,52,54,52,58,42,66,67,4,5,6,7,6,7,5,3,4,6,5,2,7,5,1,4,2,3,1,1,"Democrat","ControlW"
416,"R_YQ4zbRD0XS0TZh7",35,0,6,3,2,6,1,6,6,2,6,8,94,8,91,82,18,74,82,0,4,4,4,5,3,3,4,2,2,2,6,5,6,1,1,1,1,1,1,1,"Democrat","HappyW"
791,"R_1mlrElXEtfiAh1v",35,0,4,7,2,7,6,7,6,2,4,1,97,0,98,97,1,95,95,2,1,2,1,2,2,2,3,2,1,2,5,7,6,1,1,1,1,2,1,1,"Democrat","ANXW"
220,"R_2BkEOUpzmTDfdkn",22,0,4,6,2,6,7,5,4,8,6,86,32,27,87,75,69,94,74,39,4,6,7,5,6,5,7,4,4,3,7,5,6,4,5,5,4,3,4,3,"Democrat","ANGW"
487,"R_3CKjfaDx3bcrpRE",39,0,3,6,2,6,6,7,6,8,5,35,98,24,95,82,67,68,79,0,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,2,1,"Democrat","HappyW"
784,"R_1KlQtfBmxmgKLZs",34,0,6,7,2,6,7,7,6,8,7,3,84,2,91,69,83,38,53,7,4,2,3,4,5,6,5,6,5,6,2,7,6,3,4,5,4,4,4,4,"Democrat","ANXW"
439,"R_2zZuc10NVY8oO7s",41,0,3,7,2,7,1,7,1,0,7,0,99,0,99,100,5,51,96,0,1,1,1,4,5,5,5,1,1,2,1,7,7,1,1,1,1,1,1,1,"Democrat","ControlW"
664,"R_1Qao8lKzWMz3mic",44,0,4,5,2,7,7,7,7,10,1,1,100,1,100,0,99,100,48,0,1,1,1,1,7,7,7,7,7,1,7,7,7,5,5,5,5,5,5,1,"Democrat","ANGW"
576,"R_2znyWRXHasa1UzY",27,0,4,6,2,7,5,7,7,5,5,51,100,51,100,51,51,100,51,0,3,5,5,5,4,4,4,4,5,4,5,5,5,2,1,3,5,4,1,1,"Democrat","ANXW"
238,"R_1Cm7o0HTE197Oy3",33,0,4,7,2,5,6,5,5,9,6,72,73,51,70,51,51,67,67,51,4,4,4,5,6,5,6,5,5,6,5,2,1,3,3,4,3,3,4,1,"Republican","ANGW"
722,"R_3MlnMV8xpoj4OCk",42,0,6,5,2,4,5,6,6,7,5,40,81,40,81,40,51,92,50,15,4,4,4,5,6,7,7,5,4,4,4,4,4,4,2,4,4,4,3,1,"Democrat","ControlW"
636,"R_BxfTZGt37u2w6DT",41,0,3,7,2,5,5,6,2,6,4,42,51,29,41,45,51,65,60,0,6,6,6,6,7,7,7,4,3,4,4,4,4,1,1,1,1,1,1,1,"Democrat","HappyW"
199,"R_3J4VlwhHlWOwcdQ",21,0,6,6,2,5,5,5,5,8,6,75,74,79,52,81,76,81,77,74,5,5,5,5,6,6,6,5,5,6,5,5,5,4,4,4,4,4,4,2,"Republican","ANGW"
1459,"R_1DNcKotl8rtQTa6",43,0,5,5,2,6,1,6,7,10,7,90,0,75,0,0,100,93,0,0,1,1,1,1,5,3,3,1,1,1,7,7,7,5,2,5,5,5,4,1,"Republican","HappyW"
423,"R_3M5TMJG7GsrARzU",27,1,5,6,2,1,1,1,2,8,5,68,67,69,40,72,82,63,93,44,2,2,3,3,2,1,3,4,3,4,3,3,4,2,3,2,1,3,2,1,"Democrat","ANXW"
534,"R_1oz3l3UZ9TM7tgC",23,0,4,3,2,6,5,4,5,9,5,78,73,90,83,83,83,83,72,88,5,6,5,6,5,6,6,5,5,6,6,6,6,5,4,5,5,4,4,2,"Democrat","ControlW"
644,"R_D2CWNgKLYBbL8tz",35,0,5,6,2,7,7,7,7,7,5,75,80,65,81,98,90,100,94,0,3,3,6,5,6,6,7,6,3,3,6,7,7,1,1,1,1,1,1,1,"Democrat","ANXW"
454,"R_2t4omteDGxoyCfA",38,0,3,6,2,4,2,3,2,2,6,7,40,0,30,72,19,50,50,0,2,2,2,2,3,3,2,2,1,2,7,7,6,2,1,1,1,1,2,1,"Democrat","ControlW"
311,"R_3dEqnYEMp87pgD4",41,0,3,6,2,7,7,7,1,2,7,0,100,0,100,100,0,51,51,0,4,4,4,4,2,4,2,1,1,4,7,6,4,1,1,3,1,4,1,1,"Democrat","ANGW"
214,"R_2SAgrsE20uI8N9u",43,0,3,6,2,7,7,7,7,10,7,0,0,100,1,3,1,0,2,1,1,1,1,1,1,1,1,2,1,2,2,1,3,2,1,1,2,2,1,1,"Republican","HappyW"
928,"R_2Pj5CGiyCaOTOLe",22,0,5,6,2,6,6,6,5,8,4,93,41,84,54,51,53,60,49,58,5,4,4,5,5,5,6,5,5,6,4,4,4,4,3,5,4,3,3,1,"Republican","ANXW"
